Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Value new (USD),Value used (USD),Launch date,Exit date
40722-1,Miscellaneous,Braille Bricks,2024,Play with Braille - German Alphabet,,287,79.99,89.99,,89.99,5702017594552,,,,,,,0,0,0,,0,0,,,,
40723-1,Miscellaneous,Braille Bricks,2024,Play with Braille - Italian Alphabet,,287,79.99,89.99,,89.99,5702017594545,,,,,,,0,0,0,,0,0,,,,
40724-1,Miscellaneous,Braille Bricks,2024,Play with Braille - Spanish Alphabet,,287,79.99,89.99,119.99,89.99,5702017594569,673419392150,,,,,,0,0,0,,0,0,,,,
40725-1,Creator,Botanical Collection,2024,Cherry Blossoms,,438,12.99,14.99,19.99,14.99,5702017596976,673419393089,14.1,19.1,4.6,0.17,,0,0,0,,0,0,11.1500,,01/01/2024,31/12/2026
40730-1,Star Wars,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
40747-1,Creator,Botanical Collection,2024,Daffodils,,216,12.99,14.99,19.99,14.99,5702017606019,673419394604,14.1,19.1,4.6,0.158,,0,0,0,,0,0,12.7500,,01/01/2024,31/12/2025
40748-1,DC Comics Super Heroes,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
40749-1,BrickHeadz,Disney,2024,"Joy, Sadness & Anxiety",,300,17.99,19.99,24.99,19.99,5702017652894,673419398367,,,,,,0,0,0,,0,0,,,,
40750-1,BrickHeadz,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
40751-1,BrickHeadz,The Lord of the Rings,2024,Legolas & Gimli,,297,17.99,19.99,,19.99,5702017652917,673419398381,,,,,,0,0,0,,0,0,,,,
40752-1,BrickHeadz,Disney,2024,"Carl, Russell & Kevin",,308,17.99,19.99,,19.99,5702017652924,673419398398,,,,,,0,0,0,,0,0,,,,
40753-1,BrickHeadz,Disney,2024,Mirabel Madrigal,,179,9.99,9.99,,9.99,5702017652931,673419398404,,,,,,0,0,0,,0,0,,,,
40755-1,Star Wars,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
41838-1,Miscellaneous,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42163-1,Technic,,2024,Heavy-Duty Bulldozer,,195,8.99,12.99,16.99,9.99,5702017560717,673419386753,14.1,12.2,4.6,,,0,0,0,,0,0,9.2800,,01/01/2024,31/12/2025
42164-1,Technic,,2024,Off-Road Race Buggy,,219,12.99,19.99,24.99,15.99,5702017567167,673419387279,19.1,14.1,7.1,,,0,0,0,,0,0,13.5100,,01/01/2024,31/12/2025
42165-1,Technic,Licensed,2024,Mercedes-AMG F1 W14 Pull-Back,,240,20.99,26.99,34.99,26.99,5702017600864,673419394260,26.2,14.1,9.1,,,0,0,0,,0,0,18.9000,,01/03/2024,31/12/2025
42166-1,Technic,Licensed,2024,NEOM McLaren Extreme E Team,,252,20.99,26.99,34.99,26.99,5702017583518,673419388696,26.2,14.1,7.2,,,0,0,0,,0,0,18.9400,,01/01/2024,31/12/2025
42167-1,Technic,Licensed,2024,Mack LR Electric Garbage Truck,,503,29.99,32.99,39.99,34.99,5702017583525,673419388702,35.4,19.1,7,,,0,0,0,,0,0,26.9100,,01/01/2024,31/12/2025
42168-1,Technic,Licensed,2024,John Deere 9700 Forage Harvester,,559,37.99,39.99,49.99,42.99,5702017583532,673419388719,26.2,22.2,9.5,,,0,0,0,,0,0,38.6900,,01/01/2024,31/12/2025
42169-1,Technic,Licensed,2024,NEOM McLaren Formula E Team,,452,46.99,49.99,64.99,52.99,5702017583549,673419388726,38.2,26.2,5.7,,,0,0,0,,0,0,52.7300,,01/03/2024,31/12/2025
42170-1,Technic,Licensed,2024,Kawasaki Ninja H2R,,643,69.99,84.99,109.99,79.99,5702017583556,673419388733,38.2,26.2,7.1,,,0,0,0,,0,0,65.1000,,01/03/2024,31/12/2026
42171-1,Technic,Licensed,2024,Mercedes-AMG F1 W14 E Performance,,1642,189.99,219.99,289.99,219.99,5702017583563,673419388740,55.5,37.8,8.7,,,0,0,0,,0,0,198.2700,,01/03/2024,31/12/2026
42172-1,Technic,Licensed,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42173-1,Technic,Licensed,2024,Koenigsegg Jesko Absolut Grey Hypercar,,801,46.99,49.99,64.99,52.99,5702017584072,673419389150,,,,,,0,0,0,,0,0,,,,
42174-1,Technic,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42175-1,Technic,Licensed,2024,Volvo FMX Truck & EC230 Electric Excavator,,2274,169.99,199.99,259.99,199.99,5702017584096,673419389174,,,,,,0,0,0,,0,0,,,,
42176-1,Technic,Licensed,2024,Porsche GT4 e-Performance Race Car,,834,149.99,169.99,219.99,169.99,5702017584102,673419389181,,,,,,0,0,0,,0,0,,,,
42177-1,Technic,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42178-1,Technic,Space,2024,Surface Space Loader LT78,,435,29.99,34.99,44.99,34.99,5702017584126,673419389204,28.2,26.2,7.6,,,0,0,0,,0,0,28.8800,,01/03/2024,31/12/2025
42179-1,Technic,Space,2024,Planet Earth and Moon in Orbit,,526,69.99,74.99,99.99,79.99,5702017584133,673419389211,38.2,26.2,9.4,,,0,0,0,,0,0,70.2300,,01/03/2024,31/12/2025
42180-1,Technic,Space,2024,Mars Crew Exploration Rover,,1599,129.99,149.99,199.99,149.99,5702017584140,673419389228,48,37.8,11.2,,,0,0,0,,0,0,138.3800,,01/03/2024,31/12/2026
42181-1,Technic,Space,2024,VTOL Heavy Cargo Spaceship LT81,,1365,89.99,109.99,139.99,99.99,5702017584157,673419389235,45.6,28.2,13.6,,,0,0,0,,0,0,88.4100,61.6100,01/03/2024,31/12/2026
42182-1,Technic,Licensed,2024,NASA Apollo Lunar Roving Vehicle - LRV,,1913,189.99,219.99,289.99,219.99,5702017584164,673419389242,,,,,,0,0,0,,0,0,,,,
42196-1,Technic,,2024,Lamborghini Huracán Tecnica Orange,,806,46.99,49.99,64.99,52.99,5702017677248,673419399807,38.2,26.2,7.1,,,0,0,0,,0,0,,,01/04/2024,31/12/2025
42601-1,Friends,Pets,2024,Hamster Playground,2,167,17.99,19.99,24.99,19.99,5702017600239,673419393621,26.2,19.1,6.1,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42602-1,Friends,Space,2024,Space Research Rover,,514,44.99,49.99,64.99,49.99,5702017600246,673419393638,38.2,26.2,7.1,,,0,0,0,,0,0,,,01/04/2024,31/12/2025
42603-1,Friends,Space,2024,Stargazing Camping Vehicle,2,364,24.99,29.99,39.99,29.99,5702017585192,673419390101,35.4,19.1,7,,,0,0,0,,0,0,24.7700,,01/01/2024,31/12/2025
42604-1,Friends,Heartlake City,2024,Heartlake City Shopping Mall,7,1237,104.99,119.99,149.99,119.99,5702017589275,673419390118,48,37.8,9.4,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
42605-1,Friends,Space,2024,Mars Space Base and Rocket,4,981,79.99,79.99,99.99,89.99,5702017589282,673419390125,54,28.2,7.9,,,0,0,0,,0,0,77.4800,,01/01/2024,31/12/2024
42606-1,Friends,General,2024,Mobile Bakery Food Cart,2,125,8.99,10.99,13.99,9.99,5702017567303,673419387552,19.1,14.1,4.6,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
42607-1,Friends,Farm,2024,Autumn's Baby Cow Shed,2,79,8.99,10.99,13.99,9.99,5702017589299,673419390132,19.1,14.1,4.6,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42608-1,Friends,Heartlake City,2024,Tiny Accessories Store,2,129,8.99,10.99,13.99,9.99,5702017568553,673419387569,19.1,14.1,4.6,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42609-1,Friends,Traffic,2024,Electric Car and Charger,2,170,12.99,15.99,19.99,14.99,5702017589305,673419390149,26.2,14.1,6.1,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
42610-1,Friends,Music,2024,Karaoke Music Party,2,196,17.99,19.99,24.99,19.99,5702017589312,673419390255,26.2,19.1,4.6,,,0,0,0,,0,0,17.3200,,01/01/2024,31/12/2025
42612-1,Friends,Pets,2024,Cat Playground Adventure,2,87,8.99,10.99,13.99,9.99,5702017589329,673419390262,19.1,14.1,4.6,,,0,0,0,,0,0,8.1100,,01/01/2024,31/12/2024
42613-1,Friends,Traffic,2024,Heartlake City Hospital Ambulance,3,344,29.99,34.99,44.99,34.99,5702017589336,673419390279,26.2,22.2,6.2,,,0,0,0,,0,0,29.1000,25.0000,01/01/2024,31/12/2024
42614-1,Friends,Heartlake City,2024,Vintage Fashion Store,3,409,34.99,44.99,59.99,39.99,5702017589343,673419390286,28.2,26.2,5.9,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42615-1,Friends,Pets,2024,Pet Adoption Day,7,400,39.99,44.99,59.99,44.99,5702017589350,673419389723,28.2,26.2,5.9,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42616-1,Friends,Music,2024,Heartlake City Music Talent Show,4,669,59.99,64.99,84.99,64.99,5702017589367,673419389730,45.6,28.2,6.1,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42617-1,Friends,Farm,2024,Farm Animal Sanctuary,3,489,49.99,54.99,69.99,54.99,5702017589374,673419390293,38.2,26.2,5.7,,,0,0,0,,0,0,47.4900,,01/01/2024,31/12/2024
42618-1,Friends,,2024,Heartlake City Café,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42619-1,Friends,Music,2024,Pop Star Music Tour Bus,4,845,74.99,84.99,109.99,84.99,5702017589398,673419390316,54,28.2,7.9,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
42620-1,Friends,Houses,2024,Olly and Paisley's Family Houses,6,1126,89.99,99.99,129.99,99.99,5702017567310,673419387606,48,37.8,7.1,,,0,0,0,,0,0,75.0000,63.7500,01/01/2024,31/12/2025
42621-1,Friends,Heartlake City,2024,Heartlake City Hospital,7,1045,89.99,109.99,139.99,99.99,5702017568560,673419387576,48,37.8,7.1,,,0,0,0,,0,0,,,01/01/2024,31/12/2027
42622-1,Friends,,2024,Adventure Camp Archery Range,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42623-1,Friends,,2024,Beach Water Scooter,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42624-1,Friends,,2024,Adventure Camp Cosy Cabins ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42625-1,Friends,,2024,Beach Smoothie Stand,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42626-1,Friends,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42630-1,Friends,,2024,Heartlake City Water Park,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42631-1,Friends,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
42632-1,Friends,Farm,2024,Farm Animal Vet Clinic,2,161,24.99,29.99,39.99,29.99,5702017588834,673419390415,26.2,22.2,6.2,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42633-1,Friends,Traffic,2024,Hot Dog Food Truck,2,100,17.99,19.99,24.99,19.99,5702017568775,673419387583,26.2,19.1,4.6,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
42634-1,Friends,Horseback Riding,2024,Horse and Pony Trailer,2,105,17.99,19.99,24.99,19.99,5702017568782,673419387590,20.5,19.1,4.6,,,0,0,0,,0,0,,,01/01/2024,31/12/2027
42635-1,Friends,,2024,Dog Grooming Car ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42636-1,Friends,,2024,Heartlake City Preschool,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42637-1,Friends,Seasonal,2024,Friends Advent Calendar 2024,,272,19.99,32.99,39.99,26.99,5702017591537,673419391177,,,,,,0,0,0,,0,0,,,,
42638-1,Friends,,2024,Castle Bed and Breakfast,,,,,,,,,,,,,,0,0,0,,0,0,,,,
42639-1,Friends,Houses,2024,Andrea's Modern Mansion,10,2275,169.99,199.99,259.99,199.99,5702017591049,673419391399,52.3,48,12.4,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
43233-1,Disney,Beauty and the Beast,2024,Belle's Storytime Horse Carriage,1,62,12.99,15.99,19.99,15.99,5702017583440,673419388818,14.1,12.2,6.1,0.1,,0,0,0,,0,0,14.8800,,01/01/2024,31/12/2025
43234-1,Disney,Frozen,2024,Elsa's Frozen Treats,2,82,12.99,15.99,19.99,15.99,5702017583464,673419388825,14.1,12.2,6.1,0.122,,0,0,0,,0,0,13.9800,,01/01/2024,31/12/2024
43235-1,Disney,Ariel,2024,Ariel's Music Stage,,60,12.99,15.99,19.99,15.99,5702017602073,673419394277,,,,,,0,0,0,,0,0,,,,
43236-1,Disney,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
43237-1,Disney,Encanto,2024,Isabela's Flowerpot,1,641,39.99,39.99,49.99,44.99,5702017584881,673419388849,28.2,26.2,5.9,,,0,0,0,,0,0,,,01/03/2024,31/12/2025
43238-1,Disney,Frozen II,2024,Elsa's Frozen Castle,2,163,39.99,44.99,59.99,44.99,5702017584898,673419390057,28.2,26.2,7.6,0.573,,0,0,0,,0,0,,,01/01/2024,31/12/2025
43239-1,Disney,Encanto,2024,Mirabel's Photo Frame and Jewelry Box,1,334,24.99,29.99,39.99,29.99,5702017584911,673419391023,26.2,19.1,6.1,,,0,0,0,,0,0,29.4200,,01/03/2024,31/12/2024
43240-1,Disney,Sleeping Beauty,2024,Maleficent's Dragon Form and Aurora's Castle,,583,59.99,69.99,89.99,69.99,5702017591926,673419392167,,,,,,0,0,0,,0,0,,,,
43241-1,Disney,Tangled,2024,Rapunzel's Tower & The Snuggly Duckling,3,623,74.99,84.99,109.99,84.99,5702017584928,673419390064,37.8,35.4,7.1,,,0,0,0,,0,0,,,01/01/2024,31/12/2024
43242-1,Disney,Snow White and the Seven Dwarfs,2024,Snow White and the Seven Dwarfs' Cottage,10,2208,189.99,219.99,289.99,219.99,5702017591032,673419391382,55.5,37.8,8.7,,,0,0,0,,0,0,261.3900,,01/03/2024,31/12/2025
43243-1,Disney,The Lion King,2024,Simba the Lion King Cub,,222,17.99,19.99,24.99,19.99,5702017602080,673419394284,,,,,,0,0,0,,0,0,,,,
43244-1,Disney,Frozen,2024,Elsa's Ice Palace,,630,89.99,99.99,129.99,99.99,5702017591933,673419392181,,,,,,0,0,0,,0,0,,,,
43245-1,Disney,Encanto,2024,The Magical Madrigal House ,,1560,139.99,159.99,209.99,159.99,5702017601106,673419394048,,,,,,0,0,0,,0,0,,,,
43246-1,Disney,Disney Princess,2024,Disney Princess Market Adventure,4,817,89.99,99.99,129.99,99.99,5702017584935,673419390071,54,28.2,5.9,,,0,0,0,,0,0,,,01/01/2024,31/12/2025
43247-1,Disney,,2024,{?},,,,,,,,,,,,,,0,0,0,,0,0,,,,
43248-1,Disney,Inside Out 2,2024,Inside Out 2 Mood Cubes,,394,29.99,34.99,44.99,34.99,5702017583617,673419390088,,,,,,0,0,0,,0,0,,,,
43249-1,Disney,Lilo & Stitch,2024,Stitch,,730,59.99,64.99,84.99,64.99,5702017583624,673419388801,26.2,28.2,9.6,,,0,0,0,,0,0,59.1200,,01/03/2024,31/12/2025
43251-1,Disney,Encanto,2024,Antonio's Animal Sanctuary,,310,34.99,39.99,49.99,39.99,5702017600826,673419393744,,,,,,0,0,0,,0,0,,,,
43252-1,Disney,Moana,2024,Moana's Flowerpot,,619,39.99,39.99,49.99,44.99,5702017600857,673419394253,,,,,,0,0,0,,0,0,,,,
43253-1,Disney,Seasonal,2024,Disney Advent Calendar 2024,,253,29.99,44.99,59.99,34.99,5702017591544,673419391184,,,,,,0,0,0,,0,0,,,,
43254-1,Disney,Ariel,2024,Ariel's Crystal Cavern,,141,24.99,29.99,39.99,29.99,5702017601113,673419394451,,,,,,0,0,0,,0,0,,,,
43276-1,Disney,Snow White and the Seven Dwarfs,2024,Snow White's Jewellery Box,,358,39.99,44.99,59.99,44.99,5702017744681,673419400954,,,,,,0,0,0,,0,0,,,,
60399-1,City,Racing,2024,Race Car,2,56,8.99,9.99,13.99,9.99,5702017566726,673419386807,14.1,12.2,4.6,0.101,,0,0,0,,0,0,7.9300,,01/01/2024,31/12/2024
60400-1,City,Racing,2024,Go-Karts and Race Drivers,2,99,8.99,9.99,13.99,9.99,5702017566733,673419386814,15.7,14.1,4.5,0.126,,0,0,0,,0,0,8.1800,,01/01/2024,31/12/2025
60401-1,City,Construction,2024,Construction Steamroller,1,78,8.99,9.99,13.99,9.99,5702017566740,673419386890,15.7,14.1,7.1,0.166,,0,0,0,,0,0,8.9800,,01/01/2024,31/12/2025
60402-1,City,Racing,2024,Monster Truck,1,148,12.99,15.99,19.99,14.99,5702017566757,673419386906,20.5,19.1,7.3,0.314,,0,0,0,,0,0,13.4400,,01/01/2024,31/12/2025
60403-1,City,Medical,2024,Emergency Ambulance,2,79,17.99,19.99,24.99,19.99,5702017566764,673419386913,26.2,19.1,4.6,0.308,,0,0,0,,0,0,,,01/01/2024,31/12/2024
60404-1,City,Traffic,2024,Burger Truck,2,194,17.99,19.99,24.99,19.99,5702017567471,673419386920,26.2,19.1,6.1,0.364,,0,0,0,,0,0,15.5400,,01/01/2024,31/12/2025
60405-1,City,Medical,2024,Emergency Rescue Helicopter,3,226,17.99,19.99,24.99,19.99,5702017567488,673419386937,26,19,6,0.367,,0,0,0,,0,0,17.5000,,01/01/2024,31/12/2024
60406-1,City,Racing,2024,Race Car and Car Carrier Truck,2,328,24.99,29.99,39.99,29.99,5702017567495,673419386944,26.2,22.2,6.2,0.509,,0,0,0,,0,0,20.5300,,01/01/2024,31/12/2025
60407-1,City,,2024,Double-Decker Sightseeing Bus ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60408-1,City,,2024,Car Transporter ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60409-1,City,,2024,Mobile Construction Crane,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60410-1,City,Fire,2024,Fire Rescue Motorcycle,2,57,8.99,9.99,13.99,9.99,5702017582924,673419388856,15.7,14.1,4.5,0.127,,0,0,0,,0,0,8.1700,,01/01/2024,31/12/2024
60411-1,City,Fire,2024,Fire Rescue Helicopter,1,85,8.99,9.99,13.99,9.99,5702017582931,673419388863,15.7,14.1,6.1,0.143,,0,0,0,,0,0,8.1800,,01/01/2024,31/12/2025
60412-1,City,Fire,2024,4x4 Fire Truck with Rescue Boat,3,301,24.99,34.99,44.99,29.99,5702017582948,673419388870,35.4,19.1,5.9,0.541,,0,0,0,,0,0,24.7300,,01/01/2024,31/12/2025
60413-1,City,Fire,2024,Fire Rescue Plane,3,478,54.99,54.99,69.99,59.99,5702017582955,673419388887,45.6,28.2,6.1,0.875,,0,0,0,,0,0,,,01/01/2024,31/12/2024
60414-1,City,Fire,2024,Fire Station with Fire Truck,5,843,69.99,79.99,99.99,79.99,5702017582962,673419388894,54,28.2,9.1,,,0,0,0,,0,0,69.0000,,01/01/2024,31/12/2025
60415-1,City,Police,2024,Police Car and Muscle Car Chase,2,213,17.99,19.99,24.99,19.99,5702017583679,673419388900,26.2,19.1,6.1,,,0,0,0,,0,0,16.7300,,01/01/2024,31/12/2025
60417-1,City,Police,2024,Police Speedboat and Crooks' Hideout,3,311,24.99,34.99,44.99,29.99,5702017583693,673419388924,28.2,26.2,5.9,0.667,,0,0,0,,0,0,22.8700,,01/01/2024,31/12/2024
60418-1,City,Police,2024,Police Mobile Crime Lab Truck,5,674,49.99,54.99,69.99,54.99,5702017583709,673419388931,45.5,28,6,1.049,,0,0,0,,0,0,,,01/01/2024,31/12/2025
60419-1,City,Police,2024,Police Prison Island,7,980,89.99,99.99,129.99,99.99,5702017583716,673419388948,48,37.8,9.4,2.064,,0,0,0,,0,0,86.2700,70.0000,01/01/2024,31/12/2025
60420-1,City,,2024,Construction Excavator ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60421-1,City,,2024,Robot World,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60422-1,City,,2024,Harbour,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60423-1,City,Trains,2024,Downtown Streetcar and Station,,811,79.99,89.99,119.99,89.99,5702017589190,673419389747,,,,,,0,0,0,,0,0,,,,
60424-1,City,,2024,Jungle Explorer ATV,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60425-1,City,,2024,Jungle Explorer Water Plane ,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60426-1,City,,2024,Jungle Explorer Truck,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60428-1,City,Space,2024,Space Construction Mech,1,140,8.99,10.99,13.99,9.99,5702017588025,673419389679,15.7,14.1,4.5,0.143,,0,0,0,,0,0,8.8700,,01/01/2024,31/12/2024
60429-1,City,Space,2024,Spaceship and Asteroid Discovery,3,126,17.99,19.99,24.99,19.99,5702017567501,673419387354,26.2,19.1,4.6,0.386,,0,0,0,,0,0,15.3000,,01/01/2024,31/12/2025
60430-1,City,Space,2024,Interstellar Spaceship,1,240,17.99,19.99,24.99,19.99,5702017588094,673419389686,26.2,19.1,4.6,0.369,,0,0,0,,0,0,13.9300,,01/01/2024,31/12/2025
60431-1,City,Space,2024,Space Explorer Rover and Alien Life,4,311,24.99,34.99,44.99,29.99,5702017588216,673419389310,28.2,26.2,7.6,0.638,,0,0,0,,0,0,21.4800,,01/01/2024,31/12/2025
60432-1,City,Space,2024,Command Rover and Crane Loader,6,758,59.99,84.99,109.99,69.99,5702017588223,673419389327,54,28.2,7.9,1.416,,0,0,0,,0,0,81.6700,,01/01/2024,31/12/2024
60433-1,City,Space,2024,Modular Space Station,6,1097,89.99,109.99,139.99,99.99,5702017588230,673419389334,48,37.8,7.1,1.614,,0,0,0,,0,0,87.3700,,01/01/2024,31/12/2025
60434-1,City,Space,2024,Space Base and Rocket Launchpad,8,1422,124.99,134.99,179.99,139.99,5702017587318,673419390200,55.5,37.8,8.7,2.317,,0,0,0,,0,0,112.3600,,01/01/2024,31/12/2025
60435-1,City,,2024,Tow Truck,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60436-1,City,Seasonal,2024,City Advent Calendar 2024,,195,19.99,32.99,39.99,26.99,5702017591551,673419391191,,,,,,0,0,0,,0,0,,,,
60437-1,City,,2024,Jungle Explorer Helicopter,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60438-1,City,Harbor,2024,Sailboat,2,102,17.99,19.99,24.99,19.99,5702017599595,673419392907,26.2,19.1,4.6,0.283,,0,0,0,,0,0,21.1800,,01/01/2024,31/12/2024
60439-1,City,Space,2024,Space Science Lab,,560,34.99,34.99,44.99,39.99,5702017599601,673419393515,28.2,26.2,7.6,0.82,,0,0,0,,0,0,63.3800,,01/04/2024,31/12/2024
60440-1,City,,2024,LEGO Delivery Truck,,,,,,,,,,,,,,0,0,0,,0,0,,,,
60441-1,City,Product Collection,2024,Space Explorers Pack,,426,24.99,31.99,39.99,29.99,5702017678122,673419399586,,,,,,0,0,0,,0,0,,,,
66763-1,Collectable Minifigures,Series 25,2024,LEGO Minifigures - Series 25 {Box of 6 random packs},,0,,29.94,35.94,,,673419391344,15.7,8.8,9.7,,,0,0,0,,0,0,30.0000,,01/01/2024,30/04/2024
66764-1,Collectable Minifigures,Series 26 - Space,2024,LEGO Minifigures - Series 26 {Box of 6 random packs},,,,29.94,35.94,,,673419391474,,,,,,0,0,0,,0,0,,,,
66783-1,Miscellaneous,Product Collection,2024,Colourful Animals Play Pack,,445,,,,,,,36.3,14.9,7.5,,,0,0,0,,0,0,23.0000,,15/02/2024,31/12/2024
71045-0,Collectable Minifigures,Series 25,2024,LEGO Minifigures - Series 25 {Random pack},,,3.49,4.99,5.99,3.99,5702017595573,673419391900,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-1,Collectable Minifigures,Series 25,2024,Film Noir Detective,1,8,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,4.1400,,01/01/2024,30/04/2024
71045-2,Collectable Minifigures,Series 25,2024,E-Sports Gamer,1,9,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,52.8400,,01/01/2024,30/04/2024
71045-3,Collectable Minifigures,Series 25,2024,Vampire Knight,1,11,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-4,Collectable Minifigures,Series 25,2024,Sprinter,1,7,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-5,Collectable Minifigures,Series 25,2024,Goatherd,1,9,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-6,Collectable Minifigures,Series 25,2024,Mushroom Sprite,1,7,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-7,Collectable Minifigures,Series 25,2024,Fitness Instructor,1,8,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-8,Collectable Minifigures,Series 25,2024,Triceratops Costume Fan,1,6,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-9,Collectable Minifigures,Series 25,2024,Harpy,1,12,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-10,Collectable Minifigures,Series 25,2024,Train Kid,1,13,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-11,Collectable Minifigures,Series 25,2024,Fierce Barbarian,1,6,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-12,Collectable Minifigures,Series 25,2024,Pet Groomer,1,7,3.49,4.99,,3.99,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-13,Collectable Minifigures,Series 25,2024,LEGO Minifigures - Series 25 - Complete,12,103,,,,,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71045-14,Collectable Minifigures,Series 25,2024,LEGO Minifigures - Series 25 - Sealed Box,,,,,,,,,9.4,10.6,2.8,,,0,0,0,,0,0,,,01/01/2024,30/04/2024
71046-0,Collectable Minifigures,Series 26 - Space,2024,LEGO Minifigures - Series 26 {Random pack},,,3.49,4.99,5.99,3.99,5702017595597,673419391917,,,,,,0,0,0,,0,0,,,,
71046-1,Collectable Minifigures,Series 26 - Space,2024,Spacewalking Astronaut,,,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,3.6300,,,
71046-2,Collectable Minifigures,Series 26 - Space,2024,Imposter,,7,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,52.8500,50.3600,,
71046-3,Collectable Minifigures,Series 26 - Space,2024,Alien Tourist,,7,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,116.1400,,,
71046-4,Collectable Minifigures,Series 26 - Space,2024,Retro Space Heroine,,7,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,,,,
71046-5,Collectable Minifigures,Series 26 - Space,2024,M-Tron Powerlifter,,,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,,,,
71046-6,Collectable Minifigures,Series 26 - Space,2024,Nurse Android,,7,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,,,,
71046-7,Collectable Minifigures,Series 26 - Space,2024,Flying Saucer Costume Fan,,5,3.49,4.99,,3.99,,,,,,,,0,0,0,,0,0,,,,
